"PROJANO";"NUMSEN";"ORGAO";"ORIGEM";"TIPOLEI";"DATAORIG";"DATAULT";"ULTACAO";"TNJR";"VETO";"NUMLEI";"EMENTA"
"PLN0033/98";"PLN0033/98";"EF";2,00;2;22/7/1998 00:00:00;11/12/1998 00:00:00;"TNJR";"PRO";"NA";9733;"  ABRE AO ORÇAMENTO DE INVESTIMENTO, EM FAVOR DE DIVERSAS EMPRESAS ESTATAIS, CREDITO SUPLEMENTAR ATE O LIMITE DE R$ 57.197.301,00 (CINQUENTA E SETE MILHÕES, CENTO E NOVENTA E SETE MIL, TREZENTOS E UM REAIS), PARA OS FINS QUE ESPECIFICA.  (CREDITO SUPLEMENTAR - INFRAERO, DATAMEC, DATAPREV, SETOR PORTUARIO E REDE FERROVIARIA FEDERAL S/A)."
"PLN0033/99";"PLN0033/99";"EF";2,00;2;11/10/1999 00:00:00;17/12/1999 00:00:00;"TNJR";"PRO";"NA";9902;"Abre ao Orçamento Fiscal da União, em favor do Ministério de Minas e Energia e do Ministério do Meio Ambiente, crédito especial no valor global de R$ 10.000.000,00, para os fins que especifica. (AGENCIA NACIONAL DE PETROLEO - ANP E PROJETOS DESTINADOS A PRESERVAÇÃO DO MEIO AMBIENTE). SANCIONADA. LEI 009902 DE 1999."
"PLN0034/00";"PLN0034/00";"EF";2,00;2;12/9/2000 00:00:00;9/10/2000 00:00:00;"TNJR";"PRO";"NA";10025;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor da Câmara dos Deputados, da Presidência da República e do Ministério da Justiça crédito especial no valor de R$ 2.720.000,00 (dois milhões setecentos e vinte mil reais), para os fins que especifica. (CÂMARA DOS DEPUTADOS - INSTALAÇÃO DE POSTO AVANÇADO DO INSTITUTO DO CORAÇÃO; PRESIDÊNCIA DA REPÚBLICA - ARQUIVO NACIONAL; MINISTÉRIO DA JUSTIÇA - FUNDO PENITENCIÁRIO NACIONAL)."
"PLN0034/01";"PLN0034/01";"EF";2,00;2;18/9/2001 00:00:00;2/10/2001 00:00:00;"RTPA";"NA";"NA";-1;"Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 154.000.000,00 (cento e cinqüenta e quatro milhões de reais), para os fins que especifica. (PROGRAMA DE TRABALHO (SUPLEMENTAÇÃO) - DEFESA CIVIL; PROGRAMA DE TRABALHO (CANCELAMENTO) - TODA CRIANÇA NA ESCOLA)."
"PLN0034/02";"PLN0034/02";"EF";2,00;2;5/7/2002 00:00:00;13/8/2002 00:00:00;"TNJR";"PRO";"NA";10529;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos dos Poderes Legislativo, Executivo e Judiciário e do Ministério Público da União, crédito suplementar no valor global de R$ 2.606.057.783,00 (dois bilhões, seiscentos e seis milhões, cinqüenta e sete mil, setecentos e oitenta e três reais), para reforço de dotações consignadas nos orçamentos vigentes. (Volume - III)"
"PLN0034/03";"PLN0034/03";"EF";2,00;2;10/9/2003 00:00:00;26/11/2003 00:00:00;"TNJR";"PRO";"NA";10782;"Abre ao Orçamento Fiscal da União, em favor da Justiça Federal, crédito especial no valor de R$ 17.000.000,00 (dezessete milhões de reais), para os fins que especifica."
"PLN0034/04";"PLN0034/04";"EF";2,00;2;28/6/2004 00:00:00;19/7/2004 00:00:00;"TNJR";"PRO";"NA";10918;"Abre ao Orçamento Fiscal da União, em favor da Justiça Eleitoral e da Presidência da República, crédito suplementar no valor global de R$ 109.960.000,00 (cento e nove milhões, novecentos e sessenta mil reais), para reforço de dotações consignadas na Lei Orçamentária vigente. (JUSTIÇA ELEITORAL - ATUALIZAÇÃO E MANUTENÇÃO DO SISTEMA DE VOTAÇÃO E APURAÇÃO; PRESIDÊNCIA DA REPÚBLICA - REAJUSTE DE AUXÍLIO ALIMENTAÇÃO À ADVOCACIA-GERAL DA UNIÃO)."
"PLN0034/05";"PLN0034/05";"EF";2,00;2;9/8/2005 00:00:00;25/11/2005 00:00:00;"TNJR";"SUB";"NA";11199;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Defesa e da Reserva de Contingência, crédito suplementar no valor global de R$ 600.300.000,00 (seiscentos milhões e trezentos mil reais), para reforço de dotações constantes da Lei Orçamentária vigente, e dá outras providências."
"PLN0034/06";"PLN0034/06";"EF";2,00;2;16/10/2006 00:00:00;20/12/2006 00:00:00;"TNJR";"PRO";"NA";11407;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios do Planejamento, Orçamento e Gestão e das Cidades, crédito suplementar no valor global de R$ 34.544.883,00 (trinta e quatro milhões, quinhentos e quarenta e quatro mil, oitocentos e oitenta e três reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0034/07";"PLN0034/07";"EF";2,00;2;26/9/2007 00:00:00;23/11/2007 00:00:00;"TNJR";"PRO";"NA";11573;"Abre ao Orçamento Fiscal da União, em favor do Ministério das Cidades, crédito suplementar no valor de R$ 6.000.000,00 (seis milhões de reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0034/08";"PLN0034/08";"EF";2,00;2;22/8/2008 00:00:00;17/11/2008 00:00:00;"TNJR";"PRO";"NA";11820;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Fazenda, crédito especial no valor de R$ 66.900.000,00 (sessenta e seis milhões e novecentos mil reais), para o fim que especifica, e dá outras providências."
"PLN0034/09";"PLN0034/09";"EF";2,00;2;17/7/2009 00:00:00;9/2/2010 00:00:00;"PRJD";"NA";"NA";-1;"Abre ao Orçamento Fiscal da União, em favor dos Ministérios do Meio Ambiente e da Integração Nacional, crédito especial no valor global de R$ 88.470.000,00 (oitenta e oito milhões, quatrocentos e setenta mil reais) para os fins que especifica, e dá outras providências."
"PLN0034/10";"PLN0034/10";"EF";2,00;2;26/7/2010 00:00:00;3/5/2011 00:00:00;"PRJD";"NA";"NA";-1;"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Fazenda e do Desenvolvimento, Indústria e Comércio Exterior, crédito suplementar no valor global de R$ 278.963.506,00 (duzentos e setenta e oito milhões, novecentos e sessenta e três mil, quinhentos e seis reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0034/11";"PLN0034/11";"EF";2,00;2;17/10/2011 00:00:00;27/12/2011 00:00:00;"TNJR";"PRO";"NA";12564;"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde, crédito suplementar no valor de R$ 446.823.143,00 (quatrocentos e quarenta e seis milhões, oitocentos e vinte e três mil, cento e quarenta e três reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0034/12";"PLN0034/12";"EF";2,00;2;16/10/2012 00:00:00;17/12/2013 00:00:00;"PRJD";"NA";"NA";-1;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Integração Nacional, crédito especial no valor de R$ 135.937.125,00 (cento e trinta e cinco milhões, novecentos e trinta e sete mil, cento e vinte e cinco reais), para os fins que especifica."
"PLN0034/13";"PLN0034/13";"EF";2,00;2;16/10/2013 00:00:00;19/12/2013 00:00:00;"TNJR";"SUE";"NA";12915;"Abre ao Orçamento Fiscal da União, em favor das Justiças Federal, Eleitoral e do Trabalho, do Ministério Público da União, do Ministério das Relações Exteriores e das Secretarias de Assuntos Estratégicos, de Portos e da Micro e Pequena Empresa, crédito suplementar no valor de R$ 182.208.690,00, para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0036/07";"PLN0036/07";"EF";2,00;2;10/10/2007 00:00:00;23/11/2007 00:00:00;"TNJR";"PRO";"NA";11574;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Fazenda, crédito especial no valor de R$ 60.000.000,00 (sessenta milhões de reais), para o fim que especifica."
"PLN0036/08";"PLN0036/08";"EF";2,00;2;27/8/2008 00:00:00;22/12/2008 00:00:00;"TNJR";"PRO";"NA";11864;"Abre ao Orçamento Fiscal da União, em favor do Ministério da Educação, crédito especial no valor de R$ 80.249.275,00 (oitenta milhões, duzentos e quarenta e nove mil e duzentos e setenta e cinco reais), para os fins que especifica, e dá outras providências."
"PLN0036/09";"PLN0036/09";"EF";2,00;2;30/7/2009 00:00:00;9/2/2010 00:00:00;"PRJD";"NA";"NA";-1;"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Cultura e do Esporte, crédito especial no valor global de R$ 23.900.000,00 (vinte e três milhões e novecentos mil reais), para os fins que especifica."
"PLN0036/10";"PLN0036/10";"EF";2,00;2;26/7/2010 00:00:00;12/1/2011 00:00:00;"TNJR";"SUB";"NA";12372;"Abre ao Orçamento Fiscal da União, em favor dos Ministérios de Minas e Energia, dos Transportes e das Comunicações, crédito suplementar no valor global de R$ 144.889.904,00 (cento e quarenta e quatro milhões, oitocentos e oitenta e nove mil, novecentos e quatro reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0036/11";"PLN0036/11";"EF";2,00;2;17/10/2011 00:00:00;16/12/2011 00:00:00;"TNJR";"PRO";"NA";12555;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Senado Federal, do Tribunal de Contas da União, da Justiça Federal, dos Ministérios da Previdência Social e da Defesa, do Ministério Público da União e de Transferências a Estados, Distrito Federal e Municípios, crédito suplementar no valor global de R$ 76.518.479,00 (setenta e seis milhões, quinhentos e dezoito mil, quatrocentos e setenta e nove reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0036/12";"PLN0036/12";"EF";2,00;2;16/10/2012 00:00:00;17/12/2013 00:00:00;"PRJD";"NA";"NA";-1;"Abre ao Orçamento Fiscal da União, em favor do Ministério das Cidades, crédito especial no valor de R$ 1.750.000,00, (um milhão, setecentos e cinquenta mil reais), para o fim que especifica."
"PLN0036/13";"PLN0036/13";"EF";2,00;2;16/10/2013 00:00:00;30/12/2013 00:00:00;"TNJR";"PRO";"NA";12947;"Abre ao Orçamento de Investimento para 2013, em favor de empresas estatais, crédito especial no valor de R$ 737.989.256,00, para os fins que especifica."
"PLN0036/14";"PLN0036/14";"EF";2,00;2;11/11/2014 00:00:00;26/12/2014 00:00:00;"TNJR";"SUB";"NA";13053;"Altera a Lei nº 12.919, de 24 de dezembro de 2013, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2014."
"PLN0036/90";"PLN0036/90";"EF";2,00;2;16/10/1990 00:00:00;10/12/1990 00:00:00;"TNJR";"PRO";"NA";8107;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO DA UNIÃO CREDITOS ADICIONAIS NO VALOR DE CRZ 304.934.000,00, PARA OS FINS QUE ESPECIFICA."
"PL.6167/02";"PLS0163/00";"SF";1,00;3;27/2/2002 00:00:00;27/6/2013 00:00:00;"TNJR";"PRE";"NA";12834;"Autoriza a criação do Fundo de Apoio à Cajucultura - Funcaju, e dá outras providências."
"PL.6576/06";"PLC0061/08";"CD";1,00;3;31/1/2006 00:00:00;12/6/2013 00:00:00;"TNJR";"PRE";"NA";12819;"Institui o dia 02 de julho como data histórica no calendário das efemérides nacionais."
"PL.6578/09";"PLS0150/06";"SF";1,00;3;9/12/2009 00:00:00;15/8/2013 00:00:00;"TNJR";"PRE";"NA";12850;"Dispõe sobre as organizações criminosas, os meios de obtenção da prova, o procedimento criminal e dá outras providências.
NOVA EMENTA: Dispõe sobre as organizações criminosas, os meios de obtenção da prova, o procedimento criminal; altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal; revoga a Lei nº 9.034, de 3 de maio de 1995; e dá outras providências."
"PL.6579/09";"PLS0402/05";"SF";1,00;3;9/12/2009 00:00:00;27/6/2013 00:00:00;"TNJR";"SUB";"NA";12831;"Determina que seja mantida nos aeroportos homenagem permanente a Alberto Santos Dumont."
"PL.6587/09";"PLS0340/09";"SF";1,00;3;11/8/2009 00:00:00;1/9/2011 00:00:00;"TNJR";"SUB";"NA";12473;"Denomina ""Rodovia Tenente-Brigadeiro Murillo Santos"" o trecho rodoviário compreendido entre a Base Aérea de Natal, a partir da entrada junto ao Aeroporto Salgado Filho, no Estado do Rio Grande do Norte, e o entroncamento com a BR-101."
"PL.6600/02";"PLC0087/09";"TST";3,00;3;17/4/2002 00:00:00;27/8/2009 00:00:00;"TNJR";"PRE";"NA";12021;"Dispõe sobre a criação de cargos de provimento efetivo no Quadro de Pessoal do Tribunal Regional do Trabalho da 8ª Região. Cria 2 (dois) cargos de Analista Judiciário."
"PL.6601/06";"-1";"EF";2,00;3;8/2/2006 00:00:00;28/4/2006 00:00:00;"TCOM";"NA";"NA";-1;"Dispõe sobre o salário mínimo a partir de 1º de abril de 2006.  Fixa o salário mínimo em R$ 350,00 (Trezentos e Cinquenta Reais) e revoga o artigo 1º da Lei nº 9.063, de 1995; Lei nº 9.971, de 2000; Medida Provisória nº 2.194-6, de 2001; Lei nº 10.525, de 2002; artigo 1º da Lei nº 10.699, de 2003; o artigo 1º da Lei nº 10.888, de 2004 e a Lei nº 11.164, de 2005."
"PL.6602/02";"PLS0016/02";"SF";1,00;3;21/2/2002 00:00:00;20/6/2008 00:00:00;"TNJR";"PRO";"NA";11714;"Denomina ""Viaduto Senador Taciano Gomes de Mello"" o viaduto localizado no Km 617 da rodovia BR-153, no Município de Morrinhos, Estado de Goiás."
"PL.6603/02";"PLC0068/02";"EF";2,00;3;17/4/2002 00:00:00;28/6/2002 00:00:00;"TNJR";"PRO";"NA";10478;"Dispõe sobre a complementação de aposentadorias de ferroviários da Rede Ferroviária Federal S.A. - RFFSA, em liquidação, e dá outras providências."
"PL.6605/02";"-1";"EF";2,00;3;23/4/2002 00:00:00;25/6/2002 00:00:00;"RTPA";"NA";"NA";-1;"Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências. Regulamentando o desporto profissional como de livre empresa, através de gestão empresarial; fixando direitos e obrigações para as administrações, incluindo os clubes de futebol."
"PL.6611/06";"PLC0227/09";"CD";1,00;3;8/2/2006 00:00:00;15/9/2010 00:00:00;"TNJR";"SUB";"NA";12327;"Denomina a BR-267 como rodovia João Paulo II."
"PL.6612/06";"PLC0098/06";"STF";3,00;3;8/2/2006 00:00:00;26/10/2006 00:00:00;"TNJR";"PRO";"NA";11365;"Dispõe sobre a remuneração dos membros do Conselho Nacional de Justiça."
"PL.6613/09";"-1";"STF";3,00;3;11/12/2009 00:00:00;16/7/2014 00:00:00;"TCOM";"NA";"NA";-1;"Altera dispositivos da Lei nº 11.416, de 15 de dezembro de 2006, Plano de Carreira dos Servidores do Poder Judiciário da União e dá outras providências. Denomina o Oficial de Justiça Avaliador da União; altera a denominação da Gratificação de Atividade Judiciária (GAJ) para Gratificação Judiciária; extingue a possibilidade de opção pela remuneração do cargo efetivo para os servidores no exercício de funções comissionadas; limita o maior vencimento básico da categoria a setenta e cinco por cento do subsídio de Juiz Federal Substituto; enquadra os servidores da categoria de Auxiliar Operacional de Serviços Diversos e confere fé pública às carteiras de identidade funcional dos órgãos do Poder Judiciário."
"PL.6615/09";"PLS0218/09";"SF";1,00;3;26/5/2009 00:00:00;7/7/2011 00:00:00;"TNJR";"SUB";"NA";12432;"Altera o art. 9º do Código Penal Militar, para estabelecer a competência da Justiça Militar no julgamento de crimes dolosos contra a vida cometidos no contexto de abate de aeronaves civis na hipótese do art. 303 do Código Brasileiro de Aeronáutica."
"PL.6616/09";"-1";"EF";2,00;3;14/12/2009 00:00:00;2/7/2013 00:00:00;"ANXD";"NA";"NA";-1;"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, as Leis nºs 8.072, de 25 de julho de 1990, e 7.960, de 21 de dezembro de 1989, para adicionar os tipos penais qualificados de peculato, concussão, corrupção passiva e corrupção ativa, tornando-os hediondos e passíveis de prisão temporária."
"PL.6629/13";"-1";"EF";2,00;3;23/10/2013 00:00:00;22/4/2014 00:00:00;"TCOM";"NA";"NA";-1;"Cria, em caráter temporário, as funções de confiança denominadas Funções Comissionadas de Grandes Eventos - FCGE e extingue Funções Comissionadas Técnicas - FCT."
"PL.6630/06";"PLC0042/09";"CD";1,00;3;14/2/2006 00:00:00;11/11/2009 00:00:00;"TNJR";"PRE";"NA";12089;"Proíbe que uma mesma pessoa ocupe duas vagas simultaneamente em instituições públicas de ensino superior."
"PL.6632/02";"PLC0074/02";"EF";2,00;3;5/4/2002 00:00:00;2/7/2002 00:00:00;"TNJR";"PRO";"PM";10480;"Dispõe sobre o Quadro de Pessoal da Advocacia-Geral da União, a criação da Gratificação de Desempenho de Atividade de Apoio Técnico-Administrativo na AGU - GDAA, cria a Procuradoria-Geral Federal, e dá outras providências."
"PL.6636/06";"PLS0013/06";"SF";1,00;3;23/1/2006 00:00:00;20/12/2006 00:00:00;"TNJR";"PRO";"NA";11417;"Regulamenta o art. 103-A da Constituição Federal e altera a Lei nº 9.784, de 29 de janeiro de 1999, disciplinando a edição, a revisão e o cancelamento de enunciado de súmula vinculante pelo Supremo Tribunal Federal, e dá outras providências."
"PL.6643/13";"-1";"EF";2,00;3;25/10/2013 00:00:00;21/5/2014 00:00:00;"TCOM";"NA";"NA";-1;"Autoriza o Poder Executivo a doar vinte e cinco Viaturas Blindadas de Combate - Carro de Combate M41 para a República Oriental do Uruguai."
"PL.6644/13";"-1";"EF";2,00;3;25/10/2013 00:00:00;25/6/2014 00:00:00;"TCOM";"NA";"NA";-1;"Revoga a Lei nº 12.442, de 11 de julho de 2011, que autoriza o Poder Executivo a doar aeronave C-115 Buffalo à Força Terrestre Equatoriana."
"PL.6645/13";"PLC0128/14";"EF";2,00;3;25/10/2013 00:00:00;2/12/2014 00:00:00;"TCOM";"NA";"NA";-1;"Concede auxílio especial e bolsa especial de educação aos dependentes dos militares da Marinha do Brasil falecidos no acidente ocorrido em fevereiro de 2012 na Estação Antártica Comandante Ferraz - EACF."
"PL.6646/13";"-1";"EF";2,00;3;25/10/2013 00:00:00;14/7/2014 00:00:00;"TCOM";"NA";"NA";-1;"Autoriza o Poder Executivo a doar três aeronaves T-27 TUCANO à Força Aérea de Moçambique."
"PL.6647/06";"PLS0014/06";"SF";3,00;3;23/1/2006 00:00:00;1/2/2007 00:00:00;"TCOM";"NA";"NA";-1;"Regulamenta o § 5º do art. 109 da Constituição Federal, para disciplinar o procedimento de deslocamento de competência para a Justiça Federal dos crimes contra os direitos humanos, perante o Superior Tribunal de Justiça."
"PLN0035/10";"PLN0035/10";"EF";2,00;2;26/7/2010 00:00:00;30/12/2010 00:00:00;"TNJR";"PRO";"NA";12358;"Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento, Indústria e Comércio Exterior, crédito especial no valor de R$ 515.000,00 (quinhentos e quinze mil reais), para o fim que especifica."
"PLN0035/11";"PLN0035/11";"EF";2,00;2;17/10/2011 00:00:00;16/12/2011 00:00:00;"TNJR";"PRO";"NA";12554;"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde, crédito especial no valor de R$ 300.000,00 (trezentos mil reais), para o fim que especifica."
"PLN0035/12";"PLN0035/12";"EF";2,00;2;16/10/2012 00:00:00;17/12/2013 00:00:00;"PRJD";"NA";"NA";-1;"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios do Planejamento, Orçamento e Gestão e das Cidades, crédito suplementar no valor de R$ 32.020.000,00 (trinta e dois milhões e vinte mil reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0035/13";"PLN0035/13";"EF";2,00;2;16/10/2013 00:00:00;30/12/2013 00:00:00;"TNJR";"PRO";"NA";12946;"Abre ao Orçamento Fiscal da União, em favor da Secretaria de Portos da Presidência da República, crédito especial no valor de R$ 65.000.000,00, para o fim que especifica."
"PLN0035/14";"PLN0035/14";"EF";2,00;2;16/10/2014 00:00:00;22/12/2014 00:00:00;"TCOM";"NA";"NA";-1;"Abre ao Orçamento Fiscal da União, em favor dos Ministérios de Minas e Energia e dos Transportes, crédito suplementar no valor R$ 31.134.107,00 (trinta e um milhões, cento e trinta e quatro mil, cento e sete reais), para reforço de dotações constantes da Lei Orçamentária vigente."
"PLN0035/90";"PLN0035/90";"EF";2,00;2;16/10/1990 00:00:00;10/12/1990 00:00:00;"TNJR";"PRO";"NA";8106;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO DA UNIÃO CREDITO ESPECIAL NO VALOR DE CRZ 73.554.000,00 PARA OS FINS QUE ESPECIFICA."
"PLN0035/91";"PLN0035/91";"EF";2,00;2;30/9/1991 00:00:00;20/12/1991 00:00:00;"TNJR";"PRO";"NA";8290;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO CREDITO ESPECIAL NO VALOR DE CR 350.000.000,00 (TREZENTOS E CINQUENTA MILHÕES DE CRUZEIROS), PARA OS FINS QUE ESPECIFICA."
